id,name,subunit,unit,num_strokes,radical,difficulty_1,difficulty_2,difficulty_3,topic,attribute_on,attribute_kun
800002017,敢,,203000003,12,030000028,,,031000017,,カン,あ(えて)
800002018,敷,,203000003,15,030000028,,,031000017,,フ,し(く)
800002019,既,,203000003,10,030000165,,,031000017,,キ,すで(に)
800002020,最,,203000003,12,030000061,031000004,000000004,031000015,,サイ,もっと（も）
800002021,曲,,203000003,6,030000061,031000003,000000003,031000015,,キョク,ま（がる）
800002022,書,,203000003,10,030000061,031000002,000000002,031000013,032000003,ショ,か（く）
800002023,冒,,203000003,9,030000061,,,031000017,,ボウ,おか(す)
800002024,更,,203000003,7,030000061,,,031000015,,コウ,さら・ふ（ける）
800002025,替,,203000003,12,030000061,,,031000016,,タイ,か(える)・か(わる)
800002026,曹,,203000003,11,030000061,,,031000017,,ソウ,-
800002027,残,,203000003,10,030000090,031000004,000000004,031000015,,ザン,のこ（る）
800002028,死,,203000003,6,030000090,031000003,000000003,031000014,,シ,し
800002029,殉,,203000003,10,030000090,,,031000017,,ジュン,-
800002030,殊,,203000003,10,030000090,,,031000017,,シュ,こと
800002031,殖,,203000003,12,030000090,,,031000017,,ショク,ふ(える)・ふ(やす)
800002032,段,,203000003,9,030000077,031000006,000000006,031000015,,ダン,-
800002033,殺,,203000003,10,030000077,031000005,000000005,031000015,,サツ・サイ・セツ,ころ（す）
800002034,殿,,203000003,13,030000077,,,031000016,,デン・テン,との・どの
800002035,殴,,203000003,8,030000077,,,031000017,,オウ,なぐ(る)
800002036,殻,,203000003,12,030000077,,,031000017,,カク,から
800002037,毒,,203000003,8,030000119,031000005,000000005,031000016,,ドク,-
800002038,毎,,203000003,6,030000119,031000002,000000002,031000013,032000002,マイ,ごと
800002039,母,,203000003,5,030000119,031000002,000000002,031000013,032000003,ボ,はは
800002040,気,,203000003,6,030000168,031000001,000000001,031000013,032000005,キ・ケ,-
800002041,発,,203000003,9,030000140,031000003,000000003,031000014,032000009,ハツ・ハッ,-
800002042,登,,203000003,12,030000140,031000003,000000003,031000015,,トウ・ト,のぼ（る）
800002043,署,,203000003,13,030000070,031000006,000000006,031000016,,ショ,-
800002044,罪,,203000003,13,030000070,031000005,000000005,031000015,,ザイ,つみ
800002045,置,,203000003,13,030000070,031000004,000000004,031000015,,チ,お（く）
800002046,罰,,203000003,14,030000070,,,031000017,,バツ、バチ,-
800002047,罷,,203000003,15,030000070,,,031000017,,ヒ,-
800002048,羅,,203000003,19,030000070,,,031000017,,ラ,-
800002049,耕,,203000003,10,030000142,031000005,000000005,031000016,,コウ,たがや（す）
800002050,耗,,203000003,10,030000142,,,031000017,,コウ・モウ,-
800002051,粛,,203000003,11,030000177,,,031000017,,シュク,つつつ(しむ)
800002052,蔵,,203000003,15,030000011,031000006,000000006,031000016,,ゾウ,くら
800002053,若,,203000003,8,030000011,031000006,000000006,031000015,,ジャク・ニャク,わか（い）・も（しくは）
800002054,著,,203000003,11,030000011,031000006,000000006,031000016,,チョ・チャク,あらわ（す）
800002055,蒸,,203000003,13,030000011,031000006,000000006,031000016,,ジョウ,む（らす）
800002056,英,,203000003,8,030000011,031000004,000000004,031000014,,エイ,-
800002057,芸,,203000003,7,030000011,031000004,000000004,031000016,,ゲイ,-
800002058,菜,,203000003,11,030000011,031000004,000000004,031000016,,サイ,な
800002059,芽,,203000003,8,030000011,031000004,000000004,031000017,,ガ,め
800002060,茨,,203000003,9,030000011,031000004,000000004,,,-,いばら
800002061,薬,,203000003,16,030000011,031000003,000000003,031000014,,ヤク,くすり
800002062,苦,,203000003,8,030000011,031000003,000000003,031000015,,ク,にが（い）・くる（しい）
800002063,落,,203000003,12,030000011,031000003,000000003,031000015,,ラク,お（ちる）
800002064,荷,,203000003,10,030000011,031000003,000000003,031000016,,カ,に
800002065,葉,,203000003,12,030000011,031000003,000000003,031000015,,ヨウ,は
800002066,茶,,203000003,9,030000011,031000002,000000002,031000014,032000006,チャ・サ,-
800002067,花,,203000003,7,030000011,031000001,000000001,031000013,032000005,カ,はな
800002068,草,,203000003,9,030000011,031000001,000000001,031000014,,ソウ,くさ
800002069,苗,,203000003,8,030000011,,,031000017,,ビョウ・ミョウ,なえ
800002070,荒,,203000003,9,030000011,,,031000016,,コウ,あ(れる)・あ(らす)・あ(らい)
800002071,菓,,203000003,11,030000011,,,031000016,,カ,-
800002072,薄,,203000003,16,030000011,,,031000016,,ハク,うす(い)・うす(める)
800002073,芋,,203000003,6,030000011,,,031000017,,ウ,いも
800002074,芝,,203000003,6,030000011,,,031000017,,シ,しば
800002075,芳,,203000003,7,030000011,,,031000017,,ホウ,かんば(しい)
800002076,茂,,203000003,8,030000011,,,031000017,,モ,しげ(る)
800002077,茎,,203000003,8,030000011,,,031000017,,ケイ,くき
800002078,荘,,203000003,9,030000011,,,031000017,,ソウ,-
800002079,菊,,203000003,11,030000011,,,031000017,,キク,-
800002080,菌,,203000003,11,030000011,,,031000017,,キン,-
800002081,華,,203000003,10,030000011,,,031000017,,カ、ケ,はな
800002082,葬,,203000003,12,030000011,,,031000017,,ソウ,ほうむ(る)
800002083,蓄,,203000003,13,030000011,,,031000017,,チク,たくわ(える)
800002084,薦,,203000003,16,030000011,,,031000017,,セン,すす(める)
800002085,薪,,203000003,16,030000011,,,031000017,,シン,たきぎ・まき
800002086,薫,,203000003,16,030000011,,,031000017,,クン,かお(る)
800002087,藩,,203000003,18,030000011,,,031000017,,ハン,-
800002088,藻,,203000003,19,030000011,,,031000017,,ソウ,も
800002089,虚,,203000003,11,030000072,,,031000017,,キョ、コ,むな(しい)
800002090,虐,,203000003,9,030000072,,,031000017,,ギャク,しい(たげる)
800002091,虜,,203000003,13,030000072,,,031000017,,リョ,とりこ
800002092,虞,,203000003,13,030000072,,,031000017,,グ,おそれ
800002093,要,,203000003,9,030000104,031000004,000000004,031000015,,ヨウ,かなめ
800002094,西,,203000003,6,030000104,031000002,000000002,031000013,032000025,セイ・サイ,にし
800002095,覆,,203000003,18,030000104,,,031000017,,フク,おお(う)・くつがえ(る)・くつがえ(す)
800002096,覇,,203000003,19,030000104,,,031000017,,ハ,-
800002097,象,,203000003,12,030000105,031000004,000000004,031000016,,ショウ・ゾウ,かたど（る）
800002098,豚,,203000003,11,030000105,,,031000017,,トン,ぶた
800002099,豪,,203000003,14,030000105,,,031000017,,ゴウ,-
800002100,隷,,203000003,16,030000184,,,031000017,,レイ,-
800002101,難,,203000003,18,030000056,031000006,000000006,031000015,,ナン,むずか（しい）・かた（い）
800002102,雑,,203000003,14,030000056,031000005,000000005,031000015,,ザツ・ゾウ,-
800002103,集,,203000003,12,030000056,031000003,000000003,031000014,032000009,シュウ,あつ（まる）
800002104,隻,,203000003,10,030000056,,,031000016,,セキ,-
800002105,雇,,203000003,12,030000056,,,031000016,,コ,やと(う)
800002106,雄,,203000003,12,030000056,,,031000017,,ユウ,おす・お
800002107,雅,,203000003,13,030000056,,,031000017,,ガ,みやび
800002108,雌,,203000003,14,030000056,,,031000017,,シ,めす・め
800002109,離,,203000003,19,030000056,,,031000017,,リ,はな(れる) ・はな(す)
800002110,髪,,203000003,14,030000193,,,031000015,,ハツ,かみ
800002111,斉,,203000003,8,030000154,,,031000017,,セイ,-
800002112,斎,,203000003,11,030000154,,,031000017,,サイ,とき
800002113,中,,203000003,4,030000127,031000001,000000001,031000013,032000025,チュウ・ジュウ,なか
800002114,痛,,203000003,12,030000038,031000006,000000006,031000015,,ツウ,いた（い）
800002115,病,,203000003,10,030000038,031000003,000000003,031000014,,ビョウ,やまい
800002116,疲,,203000003,10,030000038,,,031000015,,ヒ,つか（れる）
800002117,療,,203000003,17,030000038,,,031000016,,リョウ,-
800002118,疫,,203000003,9,030000038,,,031000017,,エキ・ヤク,-
800002119,疾,,203000003,10,030000038,,,031000017,,シツ,-
800002120,症,,203000003,10,030000038,,,031000017,,ショウ,-
800002121,痘,,203000003,12,030000038,,,031000017,,トウ,-
800002122,痢,,203000003,12,030000038,,,031000017,,リ,-
800002123,痴,,203000003,13,030000038,,,031000017,,チ,-
800002124,癒,,203000003,18,030000038,,,031000017,,ユ,い(える)・い(やす)
800002125,癖,,203000003,18,030000038,,,031000017,,ヘキ,くせ
800002126,退,,203000003,9,030000009,031000006,000000006,031000015,,タイ,しりぞ（く）
800002127,遺,,203000003,15,030000009,031000006,000000006,031000017,,イ・ユイ,-
800002128,迷,,203000003,9,030000009,031000005,000000005,031000015,,メイ,まよ（う）
800002129,過,,203000003,12,030000009,031000005,000000005,031000015,,カ,す（ぎる）・あやま（ち）
800002130,適,,203000003,14,030000009,031000005,000000005,031000015,,テキ,かな（わない）
800002131,述,,203000003,8,030000009,031000005,000000005,031000016,,ジュツ,の（べる）
800002132,逆,,203000003,9,030000009,031000005,000000005,031000016,,ギャク,さか・さか（らう）
800002133,造,,203000003,10,030000009,031000005,000000005,031000016,,ゾウ,つく（る）
800002134,連,,203000003,10,030000009,031000004,000000004,031000015,,レン,つ（れる）・つら（なる）
800002135,達,,203000003,12,030000009,031000004,000000004,031000015,,タツ,（だち）
800002136,選,,203000003,15,030000009,031000004,000000004,031000015,,セン,えら（ぶ）
800002137,辺,,203000003,5,030000009,031000004,000000004,031000016,,ヘン,あた（り）
800002138,進,,203000003,11,030000009,031000003,000000003,031000014,032000009,シン,すす（む）
800002139,送,,203000003,9,030000009,031000003,000000003,031000014,032000009,ソウ,おく（る）
800002140,運,,203000003,12,030000009,031000003,000000003,031000014,032000009,ウン,はこ（ぶ）
800002141,返,,203000003,7,030000009,031000003,000000003,031000015,,ヘン,かえ（す）
800002142,追,,203000003,9,030000009,031000003,000000003,031000015,,ツイ,お（う）
800002143,速,,203000003,10,030000009,031000003,000000003,031000015,,ソク,はや（い）・すみ（やか）
800002144,遊,,203000003,12,030000009,031000003,000000003,031000015,,ユウ,あそ（び）
800002145,近,,203000003,7,030000009,031000002,000000002,031000014,032000013,キン,ちか（い）
800002146,遠,,203000003,13,030000009,031000002,000000002,031000014,032000013,エン・オン,とお（い）
800002147,週,,203000003,11,030000009,031000002,000000002,031000013,032000002,シュウ,-
800002148,道,,203000003,12,030000009,031000002,000000002,031000013,032000004,ドウ,みち
800002149,通,,203000003,10,030000009,031000002,000000002,031000014,032000009,ツウ,とお（る）・かよ（う）・とおり
800002150,込,,203000003,6,030000009,,,031000015,,-,こ（める）
800002151,迎,,203000003,8,030000009,,,031000015,,ゲイ,むか(える)
800002152,逃,,203000003,9,030000009,,,031000015,,トウ,に(げる)・のが(す)
800002153,途,,203000003,10,030000009,,,031000015,,ト,-
800002154,遅,,203000003,12,030000009,,,031000015,,チ,おく(れる)・おそ(い)
800002155,違,,203000003,13,030000009,,,031000015,,イ,ちが(う)
800002156,迅,,203000003,6,030000009,,,031000017,,ジン,-
800002157,迫,,203000003,8,030000009,,,031000017,,ハク,せま(る)
800002158,迭,,203000003,8,030000009,,,031000017,,テツ,-
800002159,透,,203000003,10,030000009,,,031000017,,トウ,す(く)・す(かす)・す(ける)
800002160,逐,,203000003,10,030000009,,,031000017,,チク,-
800002161,逓,,203000003,10,030000009,,,031000017,,テイ,-
800002162,逝,,203000003,10,030000009,,,031000017,,セイ,ゆ(く)・い(く)
800002163,逮,,203000003,11,030000009,,,031000017,,タイ,-
800002164,逸,,203000003,11,030000009,,,031000017,,イツ,そ(れる)・そ(らす)
800002165,遂,,203000003,12,030000009,,,031000017,,スイ,と(げる)
800002166,遇,,203000003,12,030000009,,,031000017,,グウ,-
800002167,遍,,203000003,12,030000009,,,031000017,,ヘン,あまね(く)
800002168,遣,,203000003,13,030000009,,,031000017,,ケン,つか(う)・つか(わす)
800002169,遭,,203000003,14,030000009,,,031000017,,ソウ,あ(う)
800002170,遮,,203000003,14,030000009,,,031000017,,シャ,さえぎ(る)
800002171,遵,,203000003,15,030000009,,,031000017,,ジュン,-
800002172,遷,,203000003,15,030000009,,,031000017,,セン,うつ(る)、うつ(す)
800002173,避,,203000003,16,030000009,,,031000017,,ヒ,さ(ける)
800002174,還,,203000003,16,030000009,,,031000017,,カン,-
